mysql> select * from Track INNER JOIN Album on Track.AlbumId = Album.AlbumId;
+---------+-----------------------------------------------------------------------------------------------------------------------------+---------+-------------+---------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+-----------+---------+-------------------------------------------------------------------------------------------------+----------+
| TrackId | Name                                                                                                                        | AlbumId | MediaTypeId | GenreId | Composer                                                                                                                                                                                     | Milliseconds | Bytes      | UnitPrice | AlbumId | Title                                                                                           | ArtistId |
|      40 | Perfect                                                                                                                     |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       188133 |    6145404 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      41 | Hand In My Pocket                                                                                                           |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       221570 |    7224246 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      42 | Right Through You                                                                                                           |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       176117 |    5793082 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      43 | Forgiven                                                                                                                    |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       300355 |    9753256 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      44 | You Learn                                                                                                                   |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       239699 |    7824837 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      45 | Head Over Feet                                                                                                              |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       267493 |    8758008 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      46 | Mary Jane                                                                                                                   |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       280607 |    9163588 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      47 | Ironic                                                                                                                      |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       229825 |    7598866 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      48 | Not The Doctor                                                                                                              |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       227631 |    7604601 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      49 | Wake Up                                                                                                                     |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       293485 |    9703359 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      50 | You Oughta Know (Alternate)                                                                                                 |       6 |           1 |       1 | Alanis Morissette & Glenn Ballard                                                                                                                                                            |       491885 |   16008629 |      0.99 |       6 | Jagged Little Pill                                                                              |        4 |
|      51 | We Die Young                                                                                                                |       7 |           1 |       1 | Jerry Cantrell                                                                                                                                                                               |       152084 |    4925362 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      52 | Man In The Box                                                                                                              |       7 |           1 |       1 | Jerry Cantrell, Layne Staley                                                                                                                                                                 |       286641 |    9310272 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      53 | Sea Of Sorrow                                                                                                               |       7 |           1 |       1 | Jerry Cantrell                                                                                                                                                                               |       349831 |   11316328 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      54 | Bleed The Freak                                                                                                             |       7 |           1 |       1 | Jerry Cantrell                                                                                                                                                                               |       241946 |    7847716 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      55 | I Can't Remember                                                                                                            |       7 |           1 |       1 | Jerry Cantrell, Layne Staley                                                                                                                                                                 |       222955 |    7302550 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      56 | Love, Hate, Love                                                                                                            |       7 |           1 |       1 | Jerry Cantrell, Layne Staley                                                                                                                                                                 |       387134 |   12575396 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      57 | It Ain't Like That                                                                                                          |       7 |           1 |       1 | Jerry Cantrell, Michael Starr, Sean Kinney                                                                                                                                                   |       277577 |    8993793 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      58 | Sunshine                                                                                                                    |       7 |           1 |       1 | Jerry Cantrell                                                                                                                                                                               |       284969 |    9216057 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      59 | Put You Down                                                                                                                |       7 |           1 |       1 | Jerry Cantrell                                                                                                                                                                               |       196231 |    6420530 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      60 | Confusion                                                                                                                   |       7 |           1 |       1 | Jerry Cantrell, Michael Starr, Layne Staley                                                                                                                                                  |       344163 |   11183647 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      61 | I Know Somethin (Bout You)                                                                                                  |       7 |           1 |       1 | Jerry Cantrell                                                                                                                                                                               |       261955 |    8497788 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      62 | Real Thing                                                                                                                  |       7 |           1 |       1 | Jerry Cantrell, Layne Staley                                                                                                                                                                 |       243879 |    7937731 |      0.99 |       7 | Facelift                                                                                        |        5 |
|      63 | Desafinado                                                                                                                  |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       185338 |    5990473 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      64 | Garota De Ipanema                                                                                                           |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       285048 |    9348428 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      65 | Samba De Uma Nota Só (One Note Samba)                                                                                       |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       137273 |    4535401 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      66 | Por Causa De Você                                                                                                           |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       169900 |    5536496 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      67 | Ligia                                                                                                                       |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       251977 |    8226934 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      68 | Fotografia                                                                                                                  |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       129227 |    4198774 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      69 | Dindi (Dindi)                                                                                                               |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       253178 |    8149148 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      70 | Se Todos Fossem Iguais A Você (Instrumental)                                                                                |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       134948 |    4393377 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      71 | Falando De Amor                                                                                                             |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       219663 |    7121735 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      72 | Angela                                                                                                                      |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       169508 |    5574957 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      73 | Corcovado (Quiet Nights Of Quiet Stars)                                                                                     |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       205662 |    6687994 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      74 | Outra Vez                                                                                                                   |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       126511 |    4110053 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      75 | O Boto (Bôto)                                                                                                               |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       366837 |   12089673 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      76 | Canta, Canta Mais                                                                                                           |       8 |           1 |       2 | NULL                                                                                                                                                                                         |       271856 |    8719426 |      0.99 |       8 | Warner 25 Anos                                                                                  |        6 |
|      77 | Enter Sandman                                                                                                               |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       221701 |    7286305 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      78 | Master Of Puppets                                                                                                           |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       436453 |   14375310 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      79 | Harvester Of Sorrow                                                                                                         |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       374543 |   12372536 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      80 | The Unforgiven                                                                                                              |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       322925 |   10422447 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      81 | Sad But True                                                                                                                |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       288208 |    9405526 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      82 | Creeping Death                                                                                                              |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       308035 |   10110980 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      83 | Wherever I May Roam                                                                                                         |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       369345 |   12033110 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      84 | Welcome Home (Sanitarium)                                                                                                   |       9 |           1 |       3 | Apocalyptica                                                                                                                                                                                 |       350197 |   11406431 |      0.99 |       9 | Plays Metallica By Four Cellos                                                                  |        7 |
|      85 | Cochise                                                                                                                     |      10 |           1 |       1 | Audioslave/Chris Cornell                                                                                                                                                                     |       222380 |    5339931 |      0.99 |      10 | Audioslave                                                                                      |        8 |
